class,text
1,"Elias  as well, when he's finally revealed."
0,"Justified by Finch and Nathan Ingram to the government because  if no one sees the information the Machine sees, then no one's Fourth Amendment rights are violated."
1,"/  Cassandra Truth :  One PoI liked to talk about how he used to live in a mansion in Florida and owned a yacht, a pet tiger, and six nightclubs."
1,"He's keenly aware that no one really believes these stories, which is fine by him since  he was telling the truth - he had to give up his wealthy lifestyle and become a janitor after testifying against a mob figure in court and entering witness protection."
1,"Though a more realistic example of  Blatant Lies  comes in ""Legacy"" where Finch's nephew comments how he has little skill in computers, suggesting Finch (the man who single-handedly built a giant highly advanced computer and can hack pretty much anything) had the same problem."
0,"The armored car bank robbers in ""Matsya Nyaya"" wore them."
0,"This could also be interpreted as ""this act of violence  was  predicted with a 92% chance."
0,"The first part definitely, the second part is still in the air but plausiblethey apparently want to shut down the evil operations of the CIA, but they are also trying to stop Reese."
1,"Those found not to be involved in any sort of criminal conspiracy at that moment lose their boxes after being cleared  The white boxes become permanent for that episode if that person is found to be involved in a ""non-relevant"" crime  Fusco and   Carter  also have permanent white boxes, probably due to their links to Finch and Reese  When the perpetrator of a crime linked to that week's POI is attempting to put their final plan into action, their box turns red along the corners and center hash marks  Reese and Finch themselves have yellow boxes around them."
0,"By the end of ""No Good Deed"", the NSA agent has acquired enough information about The Machine to get his own yellow box."
1,"At the tail end of ""Wolf and Cub"", Reese  picks up his own red box after   The Machine decides his investigation into Finch poses a threat to itself, and decides to designate him a traitor to the government ."
1,"As a matter of daily reference on the show, though,   his box continues to display as yellow in subsequent episodes ."
1,"Likely because   they had both been targeted for termination by the Agency, and turned against each other in the process."
1,"Airplanes flying in and out of the city are shown in green triangles as they pass across the frame  Similarly, ships moving in and out of the city are displayed in white diamonds."
1,"The POI in ""Firewall"" is shown to be more than she seems when  she starts the episode with a yellow box ."
0,":  One episode's PoI, an investment banker, made 100 million on a short sale of Virtanen Pharmaceuticals, believing that their stock would tank when their senior management was convicted of the crimes that Reese and Finch had gotten them arrested for in an earlier episode."
1,Especially when one considers that the time period between  Finch stealing her from the hospital to protect her from more malignant kidnappers  and  Reese and Finch leaving her with her maternal grandparents  is no more than two or three days.
1,Elias betrayed him in the end by threatening the child to get some information out of John.
1,Finch approached    Officer Simmons of HR  to get information on Elias and where he was holding Det.
1,Carter's son by telling him Elias had hit men watching the wives and children of every member of his group.
0,"And yeah, the woman was part of it."
1,"""  He even says that Finch would regret it in the morning."
1,":   ""Witness"" revolves around a schoolteacher hunted by  The Mafiya ."
1,"Turned out he was an Italian mafia boss, incognito ."
1, Elias  is the anti-Finch.
1,"But while Finch is  The Atoner  and working to make up for his past mistakes, Elias is a mob boss driven by revenge against those who've hurt him."
1,"Finch has especially strong tones of this, stemming from years of allowing the ""unimportant"" numbers slip through the cracks and  being unable to protect Jessica, Reese's love ."
1,"Also, Reese tries to   frame the serial rapist for cocaine possession,  but  it ends up not working because he's got good lawyers."
0,"Reese teaches the eye jab to Finch as a basic self-defense technique; Finch is suitably  squicked , but  uses it successfully  against the villain of the week."
1,Fusco complains that he was just getting used to being a good guy when Reese  insists he go undercover with HR .
1,Detective Carter  was never really a Heel to begin with: she was hunting Finch and Reese because it's her job.
1,"Detective Carter is actively trying to track Reese down   for the first few episodes, anyway ."
1,A former soldier and Afghan War veteran   robs banks  because he believes he has a debt of honor to repay and needs to support the family of a friend who died in Afghanistan after they switched seats during a mission.
1,"Referenced in ""Blue Code,"" when Cara catches Reese getting close to   Jessica's husband."
1,She asks Reese if he's planning to dissolve the man's body in lye.
1,"Finch throws one together in ""Baby Blue"" when he realizes that the two orderlies walking in to the clinic are actually   hired goons there to kidnap baby Lela ."
1,"As of ""Firewall"", things have officially crossed over into this territory, given that  the Machine decides to cooperate with Reese to save Finch."
0,"""Mission Creep"" does the ""firing pin"" variation where  the leader of the robbers sabotages the firing pins so he can pick them off in the street."
0,"The Drug Lord L-O-S   later revealed to be a CIA agent who smuggles drugs to use the money to finance the War on Terror, wants the CIA to kill two NYPD police officers simply because they did their job and arrested him for smuggling drugs."
1,"Though it makes it all the worth while to see him get his  Laser-Guided Karma  when Snow informs him that he was "" caught behind   enemy lines ""."
1, has spent the better part of the past years being a  school teacher of the children of his enemies so he can better understand them and turn the children against their families.
1,":  In ""Number Crunch,""   Carter  lets   Reese  go when she recognizes the man with him   (Finch) , who had presented himself before as a witness to a robbery in ""Mission Creep""."
1,"She  does it again at the end of ""Baby Blue."
1,He's feeding information to Elias.
1,"In ""Flesh and Blood,"" he's seen   triggering the bombs Elias uses to kill his father and the other Mafia dons."
0,The machine reads personal data from social networking sites as part of its data mining algorithm.
0,Finch invented the concept of online social networking (and made a hefty profit in the process) specifically so that the information would be available for the machine to do so.
1,We never learn of   Benton's  fate.
1,"  Cara Stanton, Reese's former partner, turns up in ""Matsya Nyaya"" despite appearing to have a bomb dropped on her during flashbacks in the same episode."
1,"Though it is justified, as a wounded Reese was able to get a safe distance away there was plenty of time for her to escape too ."
0,"You'll never find us; but victim or perpetrator, if your number's up, we'll find you."
1,There's also no guarantee that the violent crime The Machine predicts isn't highly justified.
1,"This is shown when the machine picks  Elias  as a likely victim, and when it identifies a potential perpetrator who is planning to kill  a stalker who is harassing someone the PoI is trying to protect , for example."
0,The perpetrator-victim twist was reversed when the Number of the Week was a former construction manager who purchased a rifle and had made threats against a congressman whose budget cuts put him out of work.
1,Reese aims to prevent him from assassinating the congressman  but finds out too late that the PoI is being set up as the patsy to the real assassin working for someone else.
1,And made really confusing in a case where there were two people using the same name and SSN - the actual PoI and an identity thief.
1,"They initially think that the female Jordan Hardin is the real one and the male is the drug manufacturer/identity thief, but it turns out that  he's  the victim, and he's trying to steal his identity thief's identity in an attempt to figure out who stole his life."
1,Once the PoI was actually  both .
1,"He was manipulated into multiple murders as part of a robbery, then murdered by the person who manipulated him so  she could keep all the loot for herself ."
1,"Reese and Finch make sure that neither Fusco or   Carter  know that the other is working for them, causing them to suspect each other of being either dirty or ""up to something""."
1,They're both clued in during the first season finale when Carter catches Fusco sending information to Finch.
1,:  The person whose number who came up in  the first episode  was the actual villain.
1,And then there's  Charlie Burton aka  Elias  a powerful man who is out for revenge on many people.
1,Reese is seriously disturbed by saving the latter one and wonders just how many more numbers will appear on the machine because of this mistake.
0,"By the end of the season, there have been eight numbers with a provable direct link to Elias since Reese saved him, four of which Elias succeeds in killing."
1,"In ""Flesh and Blood,"" Carter   kidnaps three Mafia dons to keep Elias from killing them."
1,"For example,  getting a doctor to treat a critically injured Reese without reporting the gunshot wounds as required by law by handing over  a handbag with six or seven figures worth of cash in it ."
1,Until the day he   fired himself .
1,Or it may just be an in-joke for those with knowledge of computers.
1,"As an additional computer in-joke, the second time the character appears, she goes under the name  Turing, after one of the key pioneers of computing ."
0,He made his partner the public face of their company and concentrated on top secret work.
0,"Detective Carter, and she is not happy about it."
1,"""Cura Te Ipsum"": The POI is a doctor that Reese thinks will be victimized by a serial rapist;  she's actually going to kill him because he raped her sister long ago, sending the sister into a toxic spiral that ended in suicide."
1,"""Super"": The POI is the superintendent of an apartment complex."
1,Reese and Finch initially assume that he's stalking one of the tenants and planning to kill her boyfriend in an  Murder the Hypotenuse  scenario.
0,"In ""Many Happy Returns,"" Reese compliments Finch on his excellent surveillance tradecraft when he catches him   watching Grace from afar."
1,"Thoroughly averted with   Root, the titular hacker of ""Root Cause"" , who even outsmarted Finch and forced him to pull the plug on his library setup."
1,"""   She initially chose Lawful until she realised the CIA wanted to kill Reese, then picked Good and let Reese and Finch escape when she had them."
1,"She faces it again in ""Identity Crisis"", with the FBI asking for help in stopping Reese because they think he's a rogue assassin selling his services to the highest bidder (Which is a reasonable conclusion given what they know of his recent activities)."
1,"Since she warns Reese that the FBI is looking for him during ""Flesh and Blood"", it appears she's choosing to remain Good."
1,"Hammered home with   ""L-O-S"" , who was    ""silenced""  by Agent Snow after being caught on US soil."
1,"So far, the only people to be examples of this trope who have been important to any episode other than the one where their number came up are  Elias and Carter ."
1,":  In ""Witness"":  ""You really think we'd go to this much trouble for a witness?"
1,"""  Cue scene change and major  Oh Crap  moment for Reese   when he realizes he's been protecting Elias."
0,She points out that it wouldn't have happened if Reese had called the police to rescue the baby.
1, /  Wouldn't Hurt a Child Elias manages to  play both ; he locks Reese and the baby in a refrigerated truck to get Reese to spill the location of  Elias' father  before the baby freezes to death.
1,"After Reese has given up the location, he lets them go and claims he wouldn't hurt a child but we don't find out what Elias would've decided if Reese had refused to break."
1,"Though one episode did feature an honest investment banker as the PoI,   who is being targeted by a less scrupulous coworker because he noticed that there was something fishy about a certain stock his firm was investing heavily in ."
1,"""Drug Lord"" L-O-S, secretly a CIA agent using the drug trade to fund the War on Terror, after being caught operating on US soil."
0,""" In flashbacks, Reese and Stanton appear to get a long-distance, high-explosive version of this."
1,Stanton  does too .
1,Three more people run into this trope in two separate incidents in the main storyline of the episode.
0,":  Carter gets the girlfriend of a gang leader she's trying to arrest for murder to recant the alibi she provided for him by proving that the man was cheating on her in ""Get Carter""."
1,"The primary plot of ""Baby Blue"" centered around the six-month old product of an extramarital affair whose  father's wife is trying to get rid of in order to conceal her husband's infidelity (She had already bumped off the kid's mother) ."
0,"It was shown late at night on Channel 4, and developed a cult following of fans who asked for the show to be released on DVD on the official website."
0,"However, these have both been suggested to be  Fourth Wall Psych  in other episodes."
0,"The Pets are aware of all the strange things that go on in their house, but whenever any of them suggests that they might be dealing with something supernatural the others dismiss it as nonsense, even though it usually turns out to be true."
0,"Subverted in ""Hostage"" Davina thinks a list of Hamish's demands is going to be this trope."
0,Trevor tries to dismiss Hamish having a bullet lodged in his brain as this.
0,"Petticoat is known for its numerous cast changes; to start, there were the three daughters, Billie Jo, Betty Jo and Bobbie Jo (just don't ask which one's which)."
0,"Only one of them was played by the same actress through the entire series, and another daughter was recast twice."
0,"Eventually, Oliver and Lisa Douglas settled in Hooterville, resulting in the birth of  Green Acres ."
0,"This series contains examples of:   Bar Brawl  In the 'Wild West night' episode, complete with all the traditional trappings."
1, ( How Den Perry gets his come-uppance at the end of the second season )
0,Parodied with the one-legged  Elvis Impersonator  whose prosthesis  includes a mini drum kit .
1,Though becomes much more than this when he burns down the Phoenix Club at the end of the first series .
0,And it probably goes without saying that you shouldn't abuse an animal in front of him or allude to the fact that you abuse one.
1,"Sebastian and Ronald, good friends and roommates  until Sebastian moved out ."
1,"The entire situation concerning Sebastian and  his working extra jobs so he can buy hearing aids and get his dog certified as a service animal  is built on this, coming to a head when  Shorty found out about his working a gig behind his back and threw him out ."
0,"Naturally, given the subject matter."
1,"The second season ended with   Ron leaving a stakeout despite Shorty threatening to fire him, then Shorty winding up in the hospital after injuring himself during the chase ."
1,The third season ended with the  Poor Communication Kills  issue exploding and  Sebastian leaving the team .
1,"Ronald, when   he was fired from Shortywood ."
1,"He came back after his plans fell through, and Tia welcomed him back with open arms ."
0,When the parolees watch a dog get neutered their eyes bug out.
1,"Unfortunately, they succeeded ."
0,"Here is the first episode, and a good spot from there to find different episodes."
1,"Habib, until Season 4 where he gives up, after he   hooks up with Toula ."
1,"Unless it's just another bizarre occurrence, DJBJ looked to be heading this way in the Season 5 Finale as well ."
0,Rocky the Lebanese Rambo has this attitude.
0,The net effect was rather hilarious.
0,It was even called PJ Katie.
0,"For the majority of the show, came in the form of the offscreen wife of Mr."
1,"The caller eventually gets a  letter  in the mail that no, they can't replace his title."
1,... and she starts dating   Eddie Vedder himself .
1,"Who, in turn,  has a giant Ani DiFranco tattoo on his arm ."
1,"Twice in ""One Moore Episode"":  Carrie is turned off by a guy with an  Eddie Vedder  tattoo, and starts dating Eddie Vedder, who has an  Ani Di Franco  tattoo ."
0,"The couple mentioned below in "" What Do You Mean, It\'s Not Heinous?"
0,"The real Moore shows up later in the skit, playing a local actor hired for a table reading of the script."
0,"The city recently won the award for ""Best Official Website for cities with populations under 700,000 in the Pacific Northwest area""."
0,Gets abused until female!Fred texts it to male!Carrie despite the two not even being in the same place at the time.
0,"One has problems with pointing because ""every time she sees it, she sees a penis."
0,"Disney eventually announced they would continue airing the show, but a terribly  Re Cut  version of  Mighty Morphin' Power Rangers  as opposed to new material."
0,Gem and Gemma sport winged team logos in place of numbers.
0,Averted for once; the premiere and flashbacks showed off quite a bit of Venjix's carnage.
0,"And in an earlier  Braveheart-inspired  flashback, in which Flynn leads a village of aboriginals into battle against genocidal raiders in a third-world country(!"
1,"...which is further explained as them being ""gone."
1,""" Similarly, Scott's brother ""didn't make it."
1,""" Apparently you can only say die when the people in question don't actually die."
0,"A former Air Force pilot; a  Wide-Eyed Idealist  Scottish mechanic; a fallen former heiress; a bumbling ex-cartel member; a  half-human hybrid  with  no memory of either his past or his identity ; and twin hyperactive  adult children , are the world's only hope all led by an emotionally closed off scientist with  No Social Skills  and  one depressing backstory ."
1,"A notable instance of  Rangers ' usual ""Unflinching Pose"" variant: Scott holds his  post-""sliding sword attack"" pose  for a good 20 seconds without turning around (or putting his helmet back on) as  General Shifter   short circuits, falls over and explodes massively  behind him in ""Control Alt Delete""."
1,K has Ziggy's name for her  password.
1,"Of course, it turns out things are quite a bit more complex than that."
1,All the monsters of the week were actually decoys to keep the Rangers from noticing sleeper agents sneaking in .
1,"Venjix does this on occasion when something goes wrong, especially when  a giant building falls on him ."
1,K also does this during her spotlight episode.
1,"Ziggy's shadow puppets, mentioned briefly at the beginning of the series, it doesn't pay off until episode 17,   when it help distract the guards while they try to scape the  Mook  factory "
0,Does Tenaya 7 ever actually get to say her very verbose title?
1,It turns out  they weren't .
1,"The Venjix technology within Dillon  and a bunch of other people  is taking over, and there's no way to stop it."
1,"K seems to have this attitude as she never really apologizes for  having created and released the Venjix Virus , even as Dillon confronts her about it in ""Embodied""."
1,"K's  confession  that  she created and released Venjix after implanting its base code  to prevent Dillon from falling completely under Venjix's control in ""Brother's Keeper""."
1,Tenaya 7 is an Expy of  Astronema.
1,K  Or Tenaya if you note how The Lancer compares to her.
0,"Granted there tend to be lot of these in  Power Rangers , but special mention goes to Ziggy saving Dillon in  Blitz ."
0,Dr K even confirms to Ziggy that they know how to recharge the morphers from their base (they just can't figure out the password).
1,"Venjix reprograms her back to his side, but the Rangers eventually break his hold."
1,"Outside the Rangerverse, Eddie Guzelian worked his tail off to get the fandom the best show he possibly could,  and got canned for it."
1,K takes out a policy just in time to avoid being arrested on treason for releasing the Venjix virus .
1,"Also seen when Gem and Gemma bust down a door to stop some crooks, and have to repair it later."
1,"And previously in ""Control Alt Delete"" when Dillon defends himself from a re- brainwashed   Tenaya , continually yelling that  she's his sister  and refusing to attack."
1,"This could be considered  subverted  or played straight depending on your reading of the scene - after Dillon's shield is broken and his power levels are scanned and found low,  Tenaya  stops attacking and walks away without explanation,  but  the overall loyalty to Venjix appears unchanged."
0,"Kshe created the Ranger powers, and is no older than 19."
1,"Now, what do the rangers use   to defeat the final  Big Bad  of the season ?"
1,"He is  never  seen to get his old memories back, though as he said in that episode, he's got something better: new ones."
0,Of course I am  aware  of what I am doing!
0,It was  everyone else  who was surprised when it was announced.
0,""" Power Rangers "" +  Terminator"
1,"Also Dillon, when Ziggy comments that  Tenaya is kinda hot when she's not out to kick their asses ."
0,"Then, an attack bot that can make a duplicate of any object comes along, so Dr."
1,"* Cue violin attack*  Kilobyte wanted to do something useful so he   activated a hybrid  to attack the Colonel, not only did it fail but it tipped the Rangers off to what Venjix was planning."
1,Venjix ultimately meets his doom  with a building dropped on him in the finale.
1,He doesn't take it very well.
0,Ziggy himself and Gemma also pull buckets out on occasion.
0,"K's possible computer password, each one failing."
1,"It turns out she chose  Ziggy's name as her password , presumably thinking no-one would guess because no-one knew that she  had feelings for him ."
0,"No Endor Holocaust  is implied, as Dillon, Summer, and Tenaya begin  Walking the Earth  in the finale unprotected and they find a place where the environment is already beginning to return to normal."
0,K seems to come up with the idea on the spot.
1,"K  programmed  the Venjix Virus , and admits it to the Rangers."
1," ""End Game"" reveals that appoximately half the population of Corinth City is infected with the dormant Venjix Virus."
1,The way the cut is revealed is almost mimicking the cliche of revealing sparking wires when  Robotic Reveal  is used straight.
1,"Well,  half the city is the same way, with their reprogramming complete, and Venjix just hadn't flipped the switch yet."
1,And now he does.
0,Finishing moves take the form of the zords.
0,"K lampshades mercilessly), Summer/Scott, Flynn/Gemma and Ziggy/Dr."
0,This also falls under  Crowning Music of Awesome .
0,Many of the Attack Bots are unable to speak - a first in the series.
1,"Witness her fight with pre-ranger Ziggy, in which he is able to outmuscle her long enough to   strap the morpher to his wrist and activate the morph ."
1,This can perhaps be justified by Ziggy's hint that she 'enjoys this' and is deliberately not acting on her full ability in order to prolong the 'fun'.
1,"Of course, it ends up being subverted when a familiar red glow emits from Scott's morpher, with the Venjix  Leitmotif  playing in the background."
1,It should be pointed out that the sequence in question  was  shown in slow motion.
0,What makes it even funnier is that Dr.
0,K from installing the firewall intended to keep Venjix from spreading.
1,"If Eddie ran the Zoo for the finale, the following was rumored to have been planned Dillon would have been a sleeper body for Venjix, making ""Dillon"" non-existent since he was hybridized, causing the first  Shoot The RANGER  ending in PR history."
1,Fanbase reactions were divided and the validity of the entire rumor has since been questioned by many and denied by cast members Dan Ewing and Mike Ginn.
0,"K asks Ziggy what he offers to the team (because it sure isn't ability), he says that he has heart."
1,"Of course if any of the monsters actually suceeded...   The end of the season leaves Venjix with direct access to the morphers, only one step away from  the morphing grid ... Sweet Dreams, Earth."
0,"Used interestingly in ""Three's a Crowd"":   Venjix:  This body has failed me for the last time!"
0,"The series shows Jamie and Laura attempting to cope with their new responsibilities, while dealing with embarrassing parents and their struggles to still be a normal teenager."
0,"Alan Derbyshire  - Laura's father, who has had affairs in the past, and tends to be a little closer to Laura than she is with her mother."
0,"Poor Jamie ends up being this, as he's the only one around when Laura gives birth."
0,Where poor Jamie ends up being called up to the front for a demonstration.
0,"When Beth begs Mike to go on a double date with her, she doesn't mention that it's with a  guy , despite knowing full well that Mike is straight."
1," Ben  tries to rape  Emily , but  Toby Cavanaugh  saves her."
0,"He repeatedly refuses to change Noel Kahn's grade, even when Noel threatens to tell the principal about Ezra's relationship with Aria."
1,"In ""Through Many Toils, Troubles, and Snares"", the girls pull off a rather impressive one on A by   pretending to fight and quarrel with each other over fake evidence of A's identity, leading A to approach Emily with a deal."
1,"It doesn't quite work out like they'd hoped, since they don't learn A's identity, but they do come away with A's cell phone."
1,A is understandably disturbed by this development.
1,Maya fits this because she  dated a boy while she was at juvie camp before she returned.
1,"Alison fits this trope as well given that  in both the books and the show she occasionally pursues romantic encounters with Emily, who is in love with her ."
1,  Maya  who was last seen a few episodes earlier before it was revealed she was dead.
1,"Mona  falls off Lookout Point in a fight with Spencer, but she lives."
1,"Also,   Lucas  may be a part of the ""A"" scheme, as he was wearing the same costume as Ali's stalker."
1,The climatic bell-tower chase between   Spencer and Ian  in the season 1 finale is an homage to Hitchcock's  Vertigo .
1,"""Unmasked"" reveals that   Mona  is not A but really just their pawn when the real A visits her at the end of the episode."
1,"In the books,   Alison really did visit Hanna because she was still alive."
1,Emily has one of these with Alison later after passing out from inhaling too much carbon monoxide.
1,It's unclear as to whether or not Alison really IS alive or if Emily was just dreaming.
0,He claims that the only reason Emily became captain of the team is because she is lesbian.
1,Maya   is sent to juvie camp after Emily's mom finds marijuana in Maya's bag and lets Maya's parents know about this .
1,She returned in the episode before the summer finale.
1,:    Spencer and Toby  are forced to pretend they aren't still dating in the second season.
1,Same goes for   Aria and Ezra .
1,A is the identity of who is stalking the girls and  Alison  adopted an alias which was Vivian Darkbloom.
1,"Although, in a recent episode, Jenna is slapped by Hanna after Hanna finds out   that Jenna was using Caleb to get information from Hanna  causing her sunglasses to come off."
1,Spencer tries to save   Mona  this way in the Season 2 finale.
0, A hilarious tumblr dedicated to lampshading the constant and never ending use of the word on the show.
1,"""Eye Of The Beholder"" has   Jenna Marshall end up in the hospital when someone lures her to the DiLaurentis house with a text message and then sets it on fire."
1,"Fortunately, Hanna and Spencer save her."
1,:   Mona I've done everything you've asked me to.
1,Ian kissed Melissa's younger sister Spencer and had a relationship with  Alison .
0,"For the trope about breaking out of prisons, see  Great Escape ."
1,A notable example is the romance between Linc and Veronica which is promptly forgotten about when   Veronica is killed .
1,Pretty much any lesser plotline from the first season is dead and gone by the third.
0,"  Sucre, C-Note, Kellerman, Sofia, Felicia, and Hale's wife all re-appear for the broadcast finale - despite not being having seen in a few episodes, two seasons, two seasons, a full season, a few episodes, and almost three full seasons - respectively, and despite the fact that Kellerman was, you know, dead."
1,Then there's Agent Mahone (who goes around   killing the escapees because he's being blackmailed for killing a different criminal earlier in his career ) and Agent Self.
1,Not to mention the number of cops the group outwits/outruns throughout season 2.
1,"Don Self  pulls an  epic  one in season 4, duping even Michael."
1,"Michael was dying anyway, so he performs a  Heroic Sacrifice  to save Sara."
1,"Mahone clearly looks satisfied after waiting quite a while before he finally got the chance to   kill Wyatt, the man who murdered his son."
1,"Subverted with   Michael and Gretchen, after figuring out Sara wasn't really dead."
0,You can guess which one they choose.
1,The first season ends with the main characters   being spotted and chased by cops about a hundred yards away across an open field.
1,"In the beginning of the second season, and they got away by... running."
1,Really fast.
1," The final scene of the series, and a  Crowning Moment of Heartwarming , is Michael's posthumous message to Lincoln and Sara."
1,Michael Scofield has a recurring and   ultimately terminal  medical condition that sometimes manifests as nosebleeds.
1,"Bellick apparently helped Sucre from the stampede, hence why Sucre won't allow anyone to  speak ill of him after  his death."
1,  Kellerman  puts a gun to his head in Season 2.
1,Played straight with   Terrence Steadman .
1,She got better .
1,"Amazingly enough,    Brad Bellick  gets one by sacrificing himself and meeting it head on."
1,"Most notable are season 3, where Michael and Lincoln work with  Mahone, T-Bag, Bellick, Lechero, Whistler and Gretchen , and the Miami chapter of season 4, where Lincoln works  for  the General and  with  Gretchen, T-Bag and Self ."
1,"Probably as a consequence of slowly  Becoming the Mask ,  T-Bag  shockingly pleads for  Gretchen  (who has screwed him several times over, and therefore has no obligation to save) to be spared, looking more like a human being than  Don Self , who enthusiastically calls for her execution."
1,"Lisa Tabak  quits the Company and later helps Sarah save Michael from them, claiming to have been  disillusioned with the organization's ruthlessness ."
1," Self ends up mostly paralyzed, in a wheelchair and needing someone to wipe the drool from his chin ."
1,"Most of the goriest moments in the show happen off-screen, such as    Nick Savrinn getting shot  and T-Bag having his hand chopped off with an axe."
1,"By the end of the second season, the escapees have all successfully evaded the law   (the few that survived, at least...)  but the writers manage to justify the title by having the main characters all  rounded up for random reasons  and  sent to a new, even worse prison in Panama ."
1,Lincoln goes through one after   finding the box with Sara's head.
1,Michael suffers a brief one after being told of   Sara's death .
1,Mahone seems to suffer one after   the murder of his family.
1,"Lampshaded  by Michael early on: ""You're a mercurial man,   Abruzzi ."
0,One episode of season 4 has the brothers try this tactic on the villains.
1,"Michael and   Christina Rose , which was  lampshaded  by the latter and Lincoln."
0,Darwin wins inside these walls.
1,"Though he does get spit on, so there's that."
1,"Gretchen similarly never quite gets a punishment worthy of what viewers want for her, but she does end up getting tortured a few times, shot once, and ends the series   in prison, where she helps Sara escape."
1,She also gets her main misdeed turned around on her when   her daughter is held hostage and used to blackmail her.
1,And it helps that she doesn't turn out to have beheaded  Sara  after all .
1,"After having set Tweener up to be repeatedly  raped  by Avocado in Season 1, he ends up as Avocado's cellmate himself in Season 2."
1,"He then gets set up for a murder he didn't commit and sentenced to prison in Panama, where he is left starving and almost naked for days, nearly gets beaten to death by Sammy as a distraction for digging the tunnel out of Sona, and then gets used as bait for the police to aid Michael's actual escape, culminating in a pretty brutal beating."
1,"Then there's Don Self, the General,   Christina Rose , and others."
1,"Less so Gretchen, where at least there's typically a reason they can't get rid of her, but definitely still there."
1,"  Don Self  becomes a brain dead paraplegic, just like what happened to his wife because of his own doing."
1,General Krantz  ultimately is executed in the electric chair - much as the Company planned for Lincoln.
1,Subverted  Michael and Lincoln  are told that they aren't blood-related.
1,They don't actually seem to care.
1," Westmoreland's stash of money  and the Steadman recording in season 2, the bird book in season 3 (actually a subversion:  the book really  is  worthless, just something to put Michael's mind at ease about breaking Whistler out of Sona , Scylla in season 4.   the bird book contained information critical to the theft of Scylla."
1,"T-Bag, when it suits him."
1,""" At one point, Trishanne  /Megan Holtz  is running around wearing a very flimsy and very lacey white camisole and a short skirt, for absolutely no reason other than ""it's fun to have Shannon Luccio running around in flimsy lace and short skirts."
1,"Both turn out to be operatives for the Company itself, with their father's  desire to protect them  being the reason for his departure, while their apparently  Not Quite Dead  mother is ironically not quite as benevolent as she was made out to be."
1,"Subverted with the original group that broke out of prison in season one, as seen during season one and two a number of times, including but not limited to   T-Bag's hand being cut off, Tweener and Haywire being left behind, and Michael trying to steal the money out from everyone except Sucre ."
1,"Played straight in that Michael, Linc and Sucre form a small gang of  True Companions  in season one, which LJ and Sara are added to in season two."
1,"The direct-to-DVD gives us the basic group, seen in the season four finale   at Michael's funeral , of Linc, Michael, Sara, Sucre, and Mahone."
1,Played straight with   Brad Bellick's  death.
1,Sucre especially is ready to take out anyone who speaks ill.
1,Brad calls Linc out for his comment and Linc basically tells him to shut-up.
1,"  Maybe if The Company and Caroline Reynolds hadn't treated Kellerman so badly in Season 2 and eventually casted him aside, he wouldn't have had his  Heel Face Turn  and greatly aided the protagonists in the long run."
1,"Christina Rose Scofield  pulls off  the mother of all gambits   in season 4, with geopolitical repercussions."
1,Self's double-cross in Season 4 relies on them not checking the paperwork until after he's long gone - which seems like the first thing they would do after all the times they've been screwed.
1,"Everyone who thinks they can outsmart Michael Scofield, despite knowing about everyone who previously got into trouble for doing so."
1,"Caroline Reynolds, who was the  Vice -President of the United States   until her ""promotion"" in the season 1 finale ."
1,"In season 4, subverted with   Paul Kellerman  and played straight with   Brad Bellick ."
1,Michael even works a reward for anticipated treachery into his plan in the Sona escape.
0,"There was the flashback episode showing C-Note's service in Iraq, where it's revealed that he was thrown out of the army for trying to expose the torture of inmates at Abu Ghraib."
1,"In season four, Michael is offered the choice of keeping Scylla out of the General's hands or rescuing   Sara ."
1,The choice gets worse when   Christina Rose  then calls and offers Michael the choice of keeping Scylla out of her hands or rescuing Linc.
1,Too bad she got killed two episodes later.
1,"For T-Bag,   who ends up right back in Fox River , it can be argued the ENTIRE SERIES is this."
0,"In the season finale,   Agent Kim kicks the backpack into a lake and the money is never mentioned again."
1,Michael won't let   Roland  die alone.
1,Luckily he goes quickly so Michael can get out of there before the cops pull up.
0,That's a pretty big misconception of what being smart is.
1,"People tend to consider Linc this, ignoring   his  Back Story , like the  Flash Back  to him ramming his car into someone  and   the number of  Mooks  he'd killed ."
1,"She escapes while being tortured twice (  though one was an  Ass Pull  from the writers to bring her back from the dead ) and from the bad guys in general more than once, and took out some of the men trying to get her during the season one riot."
1,She also sewed up her own arm.
1,"Season 2 cleans up the gene pool  Veronica Donovan, Tweener, Haywire )  They took care of   Roland  early in season four."
1,"He doesn't end up getting killed for it, but  at times Sucre's persistent unwillingness to understand that EVERYONE in Maricruz's family dislikes him approaches this."
1,Sarah has to try and stop him from   scalding/drowning his mother .
1,"Heinously averted with Wyatt   and Mahone's son , but also played straight with Abruzzi, who's horrified when he hears that  one of his henchmen killed T-Bag's four year old cousin ."
1,"Which is funny, considering   T-Bag  himself averts this (especially in his backstory)."
1,The flash forward has him dead.
0,"In one episode, we see a lonely, antisocial killer who is being dominated by his mother."
1,In a manner of speaking    Jack is gunned down  by Sam in front of her late husband's grave.
0,Rachael's quirk is that she's obsessed with coffee.
1,"Tropes Featured: open/close all folders    A-H   AB Negative   The culprit in ""This Episode Sucks"" was targeting people with O- blood because he suffered from a rare blood disorder and could no longer afford the frequent blood transfusions he needed."
1,"In the same episode, O- was referred to as ""a rare blood type""."
0,The murder is now  always on Wednesday
0,"Shawn:  I'm Shawn Spencer, and this is my partner Lavender Gooms/Gi Buttersnaps/Coco Mickey."
